2016-02-09,slodki,19:22,21:40,128
2016-02-10,basia,15:17,17:17,121
2016-02-10,slodki,9:13,22:18,226
2016-02-11,kuba,15:37,17:16,100
2016-02-11,slodki,19:39,22:03,139
2016-02-13,kuba,11:00,13:00,121
2016-02-13,slodki,13:35,22:05,442
2016-02-14,kuba,10:03,11:55,113
2016-02-14,marta,19:24,20:55,92
2016-02-14,slodki,16:17,22:09,228
2016-02-15,marta,16:02,16:02,1
2016-02-17,kuba,14:01,16:21,121
2016-02-17,slodki,19:51,21:44,70
2016-02-18,kuba,12:51,14:45,115
2016-02-18,slodki,18:19,21:01,163
2016-02-19,kuba,14:39,16:38,120
2016-02-20,kuba,12:32,13:13,42
2016-02-20,slodki,14:27,22:14,333
2016-02-21,slodki,10:33,13:16,148
2016-02-21,basia,14:12,16:31,120
2016-02-21,kuba,16:35,17:15,41
2016-02-22,basia,9:07,15:00,120
2016-02-22,kuba,15:01,19:09,103
2016-02-22,slodki,19:20,21:40,141
2016-02-23,kuba,7:42,9:13,92
2016-02-23,basia,9:16,11:25,121
2016-02-23,slodki,19:00,21:11,132
2016-02-24,kuba,14:42,19:14,116
2016-02-24,slodki,20:23,23:21,87
2016-02-25,kuba,16:02,18:59,61
2016-02-25,basia,18:23,19:15,38
2016-02-26,kuba,16:06,16:56,51
2016-02-27,kuba,9:48,10:49,60
2016-02-27,slodki,17:00,19:18,136
2016-02-27,basia,19:40,19:41,2
2016-02-28,kuba,9:21,10:19,59
2016-02-28,basia,17:19,17:19,1
2016-02-28,marta,17:07,18:34,85
2016-02-28,slodki,11:50,20:59,201
2016-02-29,kuba,19:24,20:22,59
2016-02-29,slodki,9:05,21:41,129
2016-03-01,kuba,11:50,12:48,59
2016-03-01,basia,19:12,20:00,40
2016-03-03,basia,1:06,2:28,83
2016-03-04,basia,16:04,16:04,1
2016-03-04,kuba,18:50,19:48,59
2016-03-04,slodki,22:13,23:41,84
2016-03-05,kuba,9:20,10:18,59
2016-03-05,slodki,16:52,22:02,279
2016-03-06,kuba,8:43,9:41,59
2016-03-06,basia,14:56,16:54,119
2016-03-07,basia,14:11,17:39,120
2016-03-07,kuba,19:02,20:00,59
2016-03-07,slodki,20:14,20:51,38
2016-03-08,basia,16:34,16:46,13
2016-03-08,slodki,8:41,22:02,159
2016-03-09,kuba,17:08,17:18,11
2016-03-09,basia,19:25,20:37,73
2016-03-10,slodki,18:51,21:55,121
2016-03-11,basia,16:24,16:32,9
2016-03-12,basia,9:53,15:47,121
2016-03-12,kuba,13:07,17:57,55
2016-03-12,slodki,13:09,22:40,230
2016-03-13,basia,14:06,14:59,54
2016-03-13,slodki,19:02,22:04,183
2016-03-14,slodki,19:58,20:29,32
2016-03-14,basia,21:00,21:00,1
2016-03-15,slodki,20:26,21:47,82
2016-03-16,kuba,14:41,15:35,55
2016-03-16,slodki,18:08,20:38,151
2016-03-17,slodki,17:49,21:41,233
2016-03-18,slodki,7:48,21:38,233
2016-03-19,slodki,9:49,11:14,86
2016-03-19,basia,17:10,17:14,5
2016-03-20,slodki,9:24,21:46,558
2016-03-23,slodki,9:04,10:05,62
2016-03-23,basia,15:31,16:17,47
2016-03-24,basia,13:01,21:55,62
2016-03-24,slodki,19:25,22:12,166
2016-03-25,slodki,8:59,14:59,26
2016-03-25,basia,14:46,15:08,15
2016-03-26,basia,9:30,9:33,4
2016-03-28,slodki,10:54,22:19,320
2016-03-30,slodki,8:46,10:18,66
2016-03-30,basia,7:21,20:11,49
2016-03-31,slodki,14:39,19:19,281
2016-04-01,slodki,18:30,19:57,88
2016-04-03,slodki,10:42,16:01,154
2016-04-04,slodki,8:51,9:05,15
2016-04-05,slodki,9:14,22:18,201
2016-04-06,basia,9:24,9:24,1
2016-04-06,kuba,9:25,19:49,149
2016-04-06,slodki,8:36,20:01,66
2016-04-06,marta,20:03,21:17,75
2016-04-07,kuba,18:13,21:57,187
2016-04-07,slodki,8:10,22:20,102
2016-04-09,slodki,9:59,14:41,192
2016-04-09,basia,19:12,20:12,61
2016-04-10,kuba,13:18,14:56,56
2016-04-10,basia,19:33,20:22,50
2016-04-10,slodki,10:23,21:17,225
2016-04-11,basia,8:33,9:32,60
2016-04-11,marta,17:04,17:48,45
2016-04-11,kuba,13:27,18:49,65
2016-04-11,slodki,20:38,21:59,82
2016-04-12,kuba,16:25,17:23,59
2016-04-12,basia,10:52,19:35,61
2016-04-12,slodki,8:10,22:06,206
2016-04-13,basia,18:35,19:04,30
2016-04-13,kuba,19:27,20:18,52
2016-04-13,slodki,8:37,21:38,103
2016-04-14,kuba,15:47,17:55,62
2016-04-14,basia,17:56,17:57,2
2016-04-14,slodki,19:07,21:49,163
2016-04-15,kuba,19:22,19:24,3
2016-04-15,slodki,17:35,23:19,323
2016-04-16,slodki,16:46,22:52,363
2016-04-17,kuba,15:18,15:20,3
2016-04-17,basia,11:17,19:41,30
2016-04-17,slodki,10:21,19:53,271
2016-04-18,slodki,19:52,20:49,56
2016-04-19,basia,19:38,20:38,61
2016-04-20,slodki,8:55,9:10,16
2016-04-20,basia,15:53,20:04,61
2016-04-21,slodki,20:03,22:26,118
2016-04-23,basia,9:33,21:11,68
2016-04-23,slodki,11:21,21:34,81
2016-04-24,slodki,11:39,21:41,243
2016-04-25,slodki,8:37,9:29,53
2016-04-25,basia,16:52,21:00,61
2016-04-26,slodki,18:50,21:55,183
2016-04-28,marta,16:04,17:15,72
2016-04-29,slodki,8:52,9:36,45
2016-05-01,basia,13:25,14:02,38
2016-05-01,slodki,9:02,14:17,201
2016-05-02,slodki,9:24,18:52,131
2016-05-03,slodki,13:11,17:45,275
2016-05-03,basia,18:19,19:19,61
2016-05-04,kuba,19:16,19:20,3
2016-05-04,slodki,7:48,22:27,236
2016-05-05,slodki,8:47,9:49,63
2016-05-05,basia,16:46,16:54,9
2016-05-07,slodki,11:53,19:32,244
2016-05-08,slodki,15:10,19:07,74
2016-05-09,basia,19:39,20:33,55
2016-05-09,slodki,8:37,21:59,39
2016-05-11,slodki,20:44,21:55,72
2016-05-12,slodki,9:19,21:15,156
2016-05-13,slodki,10:00,23:16,254
2016-05-14,basia,19:19,20:13,55
2016-05-14,slodki,9:34,22:39,208
2016-05-16,slodki,9:19,22:17,77
2016-05-17,basia,15:37,16:37,61
2016-05-17,slodki,19:37,21:18,102
2016-05-19,basia,9:06,9:06,1
2016-05-19,kuba,9:07,9:08,2
2016-05-19,slodki,9:00,21:25,77
2016-05-20,marta,8:40,8:54,15
2016-05-20,slodki,20:02,22:34,153
2016-05-21,basia,19:00,19:51,52
2016-05-21,slodki,17:36,22:02,121
2016-05-22,slodki,10:30,21:41,382
2016-05-23,slodki,19:17,19:45,29
2016-05-24,slodki,8:57,21:53,226
2016-05-25,slodki,8:51,9:18,28
2016-05-25,basia,19:05,20:24,80
2016-05-25,kuba,20:25,20:32,8
2016-05-28,slodki,20:57,22:29,70
2016-05-29,slodki,9:54,21:38,318
2016-05-30,slodki,19:14,21:03,110
2016-05-30,basia,7:09,22:21,43
2016-05-30,marta,22:33,22:49,17
2016-05-31,basia,16:54,17:54,61
2016-05-31,slodki,8:19,22:48,224
2016-06-01,kuba,14:32,17:21,170
2016-06-01,slodki,20:06,21:59,114
2016-06-02,slodki,8:11,21:44,265
2016-06-04,slodki,7:25,22:06,396
2016-06-05,kuba,16:18,19:18,181
2016-06-05,slodki,10:30,21:03,323
2016-06-06,basia,7:30,7:32,3
2016-06-06,slodki,8:50,10:30,101
2016-06-07,slodki,8:37,10:06,86
2016-06-07,basia,20:48,21:45,58
2016-06-08,slodki,9:12,21:35,218
2016-06-09,slodki,7:35,7:36,2
2016-06-09,basia,16:23,16:56,34
2016-06-10,slodki,20:09,21:14,66
2016-06-11,slodki,10:41,11:59,43
2016-06-11,basia,21:27,21:35,9
2016-06-12,basia,20:03,20:52,49
2016-06-12,slodki,16:17,21:31,172
2016-06-13,basia,7:32,7:37,6
2016-06-13,slodki,8:11,9:39,78
2016-06-14,slodki,8:46,21:16,252
2016-06-15,slodki,8:08,20:07,185
2016-06-16,slodki,7:59,19:33,91
2016-06-17,slodki,9:46,10:08,23
2016-06-17,basia,15:57,17:47,63
2016-06-18,slodki,10:36,23:17,711
2016-06-19,slodki,10:24,19:19,319
2016-06-20,slodki,19:37,21:45,129
2016-06-21,slodki,8:49,22:20,164
2016-06-22,basia,19:20,20:22,63
2016-06-22,slodki,7:46,22:27,202
2016-06-23,slodki,8:43,21:20,214
2016-06-24,slodki,9:12,23:59,144
2016-06-25,kuba,19:33,19:52,20
2016-06-25,basia,13:49,20:37,62
2016-06-25,slodki,0:00,22:15,257
2016-06-26,slodki,9:57,22:44,278
2016-06-27,basia,17:25,17:31,7
2016-06-27,kuba,17:36,17:51,16
2016-06-27,slodki,18:29,19:39,71
2016-06-27,marta,19:48,21:15,88
2016-06-28,kuba,9:33,13:59,83
2016-06-28,basia,16:18,17:11,54
2016-06-29,kuba,13:29,16:30,182
2016-06-29,basia,16:32,17:17,46
2016-06-29,slodki,17:47,23:09,139
2016-06-30,kuba,12:35,16:53,109
2016-07-01,basia,9:25,10:26,62
2016-07-01,kuba,13:17,16:17,181
2016-07-01,slodki,20:30,22:29,120
2016-07-02,slodki,10:18,19:58,423
2016-07-03,slodki,14:50,16:36,100
2016-07-05,slodki,20:56,23:59,184
2016-07-06,slodki,0:00,3:50,231
2016-07-07,basia,20:41,21:45,64
2016-07-07,kuba,21:46,23:10,85
2016-07-08,basia,11:10,11:11,2
2016-07-08,kuba,11:12,11:50,39
2016-07-08,slodki,17:16,22:03,103
2016-07-09,slodki,14:24,14:43,20
2016-07-09,basia,15:42,15:51,10
2016-07-09,kuba,17:29,20:27,179
2016-07-10,slodki,9:16,21:08,288
2016-07-11,kuba,20:32,20:32,1
2016-07-11,slodki,9:47,23:33,235
2016-07-12,slodki,20:07,21:28,64
2016-07-16,slodki,15:52,18:52,139
2016-07-17,slodki,11:59,22:49,480
2016-07-18,basia,22:06,23:04,59
2016-07-19,slodki,8:13,22:28,171
2016-07-20,basia,11:27,12:28,62
2016-07-20,slodki,22:30,22:56,27
2016-07-22,slodki,20:15,20:44,30
2016-07-22,basia,11:23,22:28,77
2016-07-23,slodki,11:53,15:21,209
2016-11-26,kuba,18:58,21:55,56
2016-11-26,slodki,18:42,23:48,134
2016-11-27,kuba,8:49,20:22,134
2016-11-27,slodki,9:54,22:20,232
2016-11-27,basia,10:27,22:48,77
2016-11-28,basia,19:32,19:34,2
2016-11-28,kuba,16:06,19:35,94
2016-11-28,marta,19:10,20:18,26
2016-11-28,slodki,17:44,22:10,146
2016-11-29,marta,10:29,10:32,4
2016-11-29,kuba,14:23,18:02,94
2016-11-29,slodki,20:24,22:15,112
2016-11-30,kuba,18:51,21:03,101
2016-11-30,basia,21:28,22:23,30
2016-12-01,kuba,13:57,18:06,181
2016-12-01,basia,15:53,21:10,85
2016-12-02,basia,16:08,23:16,89
2016-12-03,kuba,11:24,13:57,113
2016-12-03,slodki,14:00,23:23,537
2016-12-04,kuba,14:25,15:38,68
2016-12-04,basia,12:17,22:07,325
2016-12-05,basia,21:14,21:21,8
2016-12-05,slodki,8:51,22:45,564
2016-12-06,basia,6:29,21:06,218
2016-12-07,basia,7:28,17:10,115
2016-12-07,slodki,16:21,23:16,212
2016-12-08,kuba,15:17,16:08,52
2016-12-08,slodki,19:16,22:46,204
2016-12-08,basia,17:02,23:12,95
2016-12-09,basia,15:51,17:39,68
2016-12-09,kuba,13:02,21:45,190
2016-12-09,slodki,18:38,23:36,164
2016-12-10,kuba,12:01,21:11,145
2016-12-10,slodki,11:41,23:19,223
2016-12-11,kuba,11:14,12:59,104
2016-12-11,slodki,13:06,22:29,427
2016-12-12,basia,19:31,20:18,48
2016-12-12,kuba,20:19,21:04,46
2016-12-12,slodki,8:30,21:34,411
2016-12-13,basia,7:17,7:25,9
2016-12-13,kuba,19:56,21:05,70
2016-12-13,slodki,9:49,22:18,544
2016-12-14,kuba,15:00,20:38,186
2016-12-14,slodki,18:47,23:11,176
2016-12-15,kuba,13:30,17:31,132
2016-12-15,basia,17:04,18:27,34
2016-12-17,kuba,13:32,13:32,1
2016-12-17,slodki,13:44,19:47,153
2016-12-18,basia,19:09,20:39,67
2016-12-18,kuba,11:27,20:44,182
2016-12-18,slodki,11:25,22:21,324
2016-12-19,kuba,18:31,20:34,124
2016-12-19,basia,21:22,21:28,7
2016-12-19,slodki,21:37,22:19,43
2016-12-20,basia,19:46,20:03,18
2016-12-20,kuba,20:05,21:48,104
2016-12-20,slodki,10:17,22:31,399
2016-12-21,kuba,15:38,18:05,144
2016-12-21,slodki,8:38,21:40,168
2016-12-22,kuba,12:55,13:39,45
2016-12-22,basia,19:44,20:07,24
2016-12-22,slodki,8:32,23:13,506
2016-12-23,kuba,9:11,14:24,139
2016-12-23,slodki,11:41,21:38,99
2016-12-23,basia,8:29,22:16,172
2016-12-24,slodki,11:52,11:55,4
2016-12-25,slodki,17:29,21:07,70
2016-12-25,kuba,19:11,22:47,116
2016-12-25,basia,10:11,23:05,111
2016-12-26,basia,8:09,8:59,51
2016-12-26,slodki,20:30,22:20,103
2016-12-27,kuba,10:04,12:35,137
2016-12-27,basia,19:28,22:15,157
2016-12-28,slodki,12:27,19:15,350
2016-12-28,kuba,12:45,21:20,133
2016-12-28,basia,22:09,23:53,65
2016-12-29,basia,10:24,11:24,61
2016-12-29,kuba,11:25,19:38,140
2016-12-29,slodki,14:51,23:15,321
2016-12-30,kuba,12:19,17:05,122
2016-12-30,slodki,15:24,23:02,441
2016-12-31,marta,11:07,11:26,20
2016-12-31,kuba,11:37,14:02,146
2016-12-31,slodki,14:04,16:24,117
2016-12-31,basia,17:00,23:27,152
2017-01-01,kuba,16:02,18:09,116
2017-01-01,slodki,13:29,19:50,155
2017-01-01,basia,10:20,21:41,223
2017-01-02,kuba,20:14,21:44,91
2017-01-02,basia,18:22,22:14,97
2017-01-03,kuba,10:12,12:15,122
2017-01-03,basia,10:08,21:06,239
2017-01-04,kuba,19:35,21:36,122
2017-01-04,slodki,19:21,22:31,65
2017-01-04,basia,15:48,22:38,70
2017-01-05,kuba,19:55,22:07,133
2017-01-05,basia,8:00,22:52,157
2017-01-06,basia,9:06,11:45,53
2017-01-06,kuba,11:50,13:51,121
2017-01-06,slodki,15:03,23:59,368
2017-01-07,marta,13:42,14:26,44
2017-01-07,kuba,11:06,18:18,111
2017-01-07,basia,12:58,21:21,120
2017-01-07,slodki,0:00,22:05,324
2017-01-08,kuba,15:55,17:55,121
2017-01-08,basia,10:02,18:09,123
2017-01-08,slodki,15:20,21:50,231
2017-01-09,basia,7:22,7:52,21
2017-01-09,kuba,14:16,15:30,75
2017-01-10,kuba,17:56,19:55,120
2017-01-10,basia,9:09,21:13,118
2017-01-11,kuba,15:23,19:25,120
2017-01-11,basia,18:59,20:22,54
2017-01-12,kuba,15:28,17:27,120
2017-01-12,slodki,8:46,21:42,130
2017-01-13,kuba,12:58,14:57,120
2017-01-13,basia,7:46,21:01,121
2017-01-14,kuba,20:03,21:51,109
2017-01-14,slodki,13:04,22:17,438
2017-01-15,kuba,8:49,16:20,135
2017-01-15,slodki,14:49,21:57,358
2017-01-16,kuba,16:32,19:49,135
2017-01-16,basia,21:52,23:01,70
2017-01-17,basia,7:35,7:39,5
2017-01-17,slodki,9:11,9:52,42
2017-01-18,kuba,20:19,20:55,37
2017-01-18,slodki,14:39,21:44,229
2017-01-19,basia,7:26,8:19,54
2017-01-19,kuba,20:02,22:01,120
2017-01-19,slodki,9:08,22:29,47
2017-01-20,basia,6:55,6:57,3
2017-01-20,slodki,8:02,9:52,105
2017-01-20,kuba,19:22,21:21,120
2017-01-21,kuba,18:29,20:28,120
2017-01-21,slodki,12:36,23:28,388
2017-01-22,kuba,18:17,20:17,120
2017-01-22,slodki,21:22,22:07,46
2017-01-23,kuba,14:52,17:30,120
2017-01-23,basia,20:33,20:52,20
2017-01-23,slodki,8:57,22:36,140
2017-01-24,basia,7:32,7:40,9
2017-01-24,slodki,8:18,9:42,85
2017-01-24,kuba,16:13,17:18,66
2017-01-25,kuba,17:43,19:13,87
2017-01-25,slodki,10:52,20:28,20
2017-01-26,kuba,15:13,17:19,121
2017-01-27,kuba,13:23,15:22,120
2017-01-27,slodki,19:56,22:51,113
2017-01-28,basia,8:35,8:36,2
2017-01-28,slodki,10:13,20:31,419
2017-01-28,kuba,20:36,21:47,72
2017-01-29,slodki,11:49,18:24,209
2017-01-29,kuba,18:33,20:32,120
2017-01-30,kuba,10:39,12:38,120
2017-01-30,basia,8:37,13:36,118
2017-01-30,slodki,19:20,22:35,156
2017-01-31,kuba,8:30,10:55,111
2017-01-31,slodki,8:41,23:50,14
2017-02-01,slodki,7:32,23:59,110
2017-02-02,slodki,0:00,21:54,225
2017-02-05,slodki,10:16,13:06,130
2017-02-05,kuba,16:22,21:13,119
2017-02-05,basia,21:14,22:38,85
2017-02-06,kuba,12:10,16:27,118
2017-02-06,basia,11:34,18:42,120
2017-02-07,slodki,8:59,9:07,9
2017-02-07,basia,11:09,22:49,120
2017-02-07,kuba,9:08,22:50,121
2017-02-08,basia,10:09,11:33,85
2017-02-08,kuba,12:08,13:58,111
2017-02-08,slodki,8:40,22:20,185
2017-02-09,kuba,13:05,15:04,120
2017-02-09,slodki,8:09,21:07,133
2017-02-09,basia,18:39,22:16,119
2017-02-10,slodki,20:48,22:06,79
2017-02-10,basia,22:38,23:02,25
2017-02-11,kuba,12:51,15:15,120
2017-02-11,basia,10:49,22:41,119
2017-02-11,slodki,16:15,23:41,422
2017-02-12,slodki,14:42,19:28,152
2017-02-12,kuba,10:54,19:38,145
2017-02-12,basia,17:11,20:01,118
2017-02-13,slodki,8:53,9:34,42
2017-02-13,kuba,16:11,17:58,106
2017-02-13,basia,19:18,21:42,118
2017-02-14,slodki,8:34,20:03,632
2017-02-14,kuba,20:05,21:54,110
2017-02-14,basia,21:56,22:43,48
2017-02-15,slodki,8:38,9:20,43
2017-02-15,kuba,19:00,20:59,120
2017-02-15,basia,21:04,21:54,51
2017-02-16,kuba,16:55,18:53,119
2017-02-16,slodki,9:26,22:10,152
2017-02-16,basia,16:28,22:37,37
2017-02-17,kuba,18:32,20:31,120
2017-02-17,slodki,7:56,22:58,630
2017-02-18,slodki,9:06,17:32,420
2017-02-18,kuba,14:41,20:30,120
2017-02-18,basia,20:35,20:37,3
2017-02-19,slodki,11:15,11:33,19
2017-02-19,basia,10:30,12:32,53
2017-02-19,kuba,17:16,18:56,101
2017-02-20,slodki,9:35,22:33,140
2017-02-21,kuba,17:47,19:45,119
2017-02-21,slodki,20:14,22:12,119
2017-02-22,slodki,9:15,19:46,365
2017-02-23,slodki,18:20,19:49,76
2017-02-23,kuba,19:50,21:40,111
2017-02-24,basia,18:54,19:55,61
2017-02-24,kuba,17:55,21:17,118
2017-02-24,slodki,8:08,23:27,269
2017-02-25,basia,8:40,9:15,36
2017-02-25,slodki,9:31,23:30,582
2017-02-26,slodki,15:05,19:06,242
2017-02-26,basia,8:04,22:26,89
2017-02-27,slodki,8:29,10:04,59
2017-02-27,kuba,19:11,21:10,120
2017-02-27,basia,21:53,22:40,48
2017-02-28,kuba,17:48,19:54,120
2017-02-28,slodki,8:45,22:21,162
2017-03-01,kuba,18:28,19:10,37
2017-03-01,slodki,18:10,23:32,169
2017-03-02,basia,6:57,16:40,61
2017-03-02,kuba,7:36,20:03,120
2017-03-03,slodki,9:13,18:25,372
2017-03-03,kuba,18:28,20:27,120
2017-03-04,slodki,10:16,16:07,231
2017-03-04,kuba,16:32,18:55,119
2017-03-04,basia,14:06,21:30,120
2017-03-05,kuba,9:38,19:46,120
2017-03-05,slodki,10:30,22:11,425
2017-03-06,basia,15:35,16:46,72
2017-03-06,kuba,17:59,19:58,120
2017-03-06,slodki,8:13,22:14,190
2017-03-07,kuba,16:29,19:31,119
2017-03-07,slodki,7:16,23:52,387
2017-03-08,kuba,7:31,17:13,120
2017-03-08,marta,18:34,19:55,49
2017-03-08,basia,21:02,23:00,119
2017-03-09,kuba,13:43,15:42,120
2017-03-09,basia,9:22,18:41,120
2017-03-09,slodki,8:57,22:12,136
2017-03-10,kuba,15:12,17:11,120
2017-03-10,basia,10:39,21:16,119
2017-03-11,kuba,18:22,20:21,120
2017-03-11,basia,8:41,22:20,61
2017-03-11,slodki,11:09,22:54,500
2017-03-12,kuba,9:23,11:40,119
2017-03-12,basia,11:53,14:15,120
2017-03-12,slodki,14:37,23:06,365
2017-03-13,basia,18:03,21:59,104
2017-03-13,slodki,9:08,22:11,102
2017-03-14,kuba,16:07,20:24,120
2017-03-14,slodki,9:25,20:29,82
2017-03-14,basia,16:52,21:19,118
2017-03-15,slodki,8:36,10:51,136
2017-03-15,kuba,7:12,15:47,120
2017-03-15,basia,16:53,21:26,120
2017-03-16,slodki,8:43,18:25,26
2017-03-16,kuba,7:43,19:54,119
2017-03-16,basia,7:32,21:14,120
2017-03-17,kuba,21:25,22:37,73
2017-03-17,slodki,16:37,23:59,318
2017-03-18,basia,0:42,0:47,6
2017-03-18,kuba,8:41,21:03,130
2017-03-18,slodki,0:00,22:24,547
2017-03-19,kuba,7:30,10:05,120
2017-03-19,basia,19:23,20:22,50
2017-03-19,slodki,10:20,22:31,340
2017-03-20,kuba,7:28,17:56,130
2017-03-20,slodki,18:24,21:12,140
2017-03-20,basia,21:15,21:19,5
2017-03-21,kuba,15:24,17:36,130
2017-03-21,slodki,19:54,22:18,113
2017-03-22,slodki,8:13,8:13,1
